y,u
0.00390625,-0.004992937517824063
0.01171875,-0.01459071465514016
0.01953125,-0.02384829401469116
0.02734375,-0.03281000133823038
0.03515625,-0.0415172943887395
0.04296875,-0.0500092510685191
0.05078125,-0.05832285021873294
0.05859375,-0.06649307123968985
0.06640625,-0.07455282388135537
0.07421875,-0.08253274408579737
0.08203125,-0.09046088923712506
0.08984375,-0.09836236093404202
0.09765625,-0.1062588862747061
0.10546875,-0.1141683873923071
0.11328125,-0.122104566975962
0.12109375,-0.1300765343120539
0.12890625,-0.1380884929925304
0.13671875,-0.1461395072018553
0.14453125,-0.1542233586511616
0.15234375,-0.1623285029336647
0.16015625,-0.1704381295656122
0.16796875,-0.1785303224586169
0.17578125,-0.1865783171480395
0.18359375,-0.194550842870358
0.19140625,-0.202412584075285
0.19921875,-0.2101246908484841
0.20703125,-0.21764534566115
0.21484375,-0.2249303957485254
0.22265625,-0.2319340015805361
0.23046875,-0.2386093168391543
0.23828125,-0.2449093545481302
0.24609375,-0.2507877077494285
0.25390625,-0.2561992147538538
0.26171875,-0.2611006679364782
0.26953125,-0.2654515152778857
0.27734375,-0.2692146918798775
0.28515625,-0.272357241058646
0.29296875,-0.2748507557344166
0.30078125,-0.2766718401612752
0.30859375,-0.2778025464103059
0.31640625,-0.2782308116406084
0.32421875,-0.2779506193067572
0.33203125,-0.2769620019416131
0.33984375,-0.2752709924856894
0.34765625,-0.2728895125697334
0.35546875,-0.2698351802932819
0.36328125,-0.2661309341745204
0.37109375,-0.2618045161625974
0.37890625,-0.2568878979386136
0.38671875,-0.2514166653150775
0.39453125,-0.2454293647055766
0.40234375,-0.2389668065330786
0.41015625,-0.2320713118770508
0.41796875,-0.224785961995468
0.42578125,-0.2171538817378901
0.43359375,-0.2092175707862835
0.44140625,-0.2010182921053893
0.44921875,-0.192595525227524
0.45703125,-0.1839864904566736
0.46484375,-0.17522575510942
0.47265625,-0.1663449302160026
0.48046875,-0.1573724596250956
0.48828125,-0.1483334986510778
0.49609375,-0.1392498767624904
0.50390625,-0.1301401373443898
0.51171875,-0.1210196464249016
0.51953125,-0.1119007613250259
0.52734375,-0.1027930493937422
0.53515625,-0.09370354655757335
0.54296875,-0.08463704553450148
0.55078125,-0.07559640419484026
0.55859375,-0.066582865604622
0.56640625,-0.05759638267812194
0.57421875,-0.04863594196992802
0.58203125,-0.03969988287935075
0.58984375,-0.03078621037688711
0.59765625,-0.02189290130559514
0.60546875,-0.01301820632236365
0.61328125,-0.004160951324627106
0.62109375,0.004679156894958498
0.62890625,0.01350231953946281
0.63671875,0.02230895551090908
0.64453125,0.03109887970563667
0.65234375,0.03987123382572495
0.66015625,0.04862444252994906
0.66796875,0.05735619231021188
0.67578125,0.06606343042363635
0.68359375,0.07474238144160897
0.69140625,0.08338857938132106
0.69921875,0.0919969139525056
0.70703125,0.1005616902090688
0.71484375,0.109076701897476
0.72265625,0.1175353201292252
0.73046875,0.1259306008037814
0.73828125,0.1342554166563982
0.74609375,0.1425026231547022
0.75390625,0.1506652720476726
0.76171875,0.1587368925925252
0.76953125,0.1667118688421924
0.77734375,0.1745859524247041
0.78515625,0.1823569645572708
0.79296875,0.1900257591062881
0.80078125,0.1975975405884869
0.80859375,0.2050836568859
0.81640625,0.2125040150611378
0.82421875,0.2198902976414819
0.83203125,0.2272901818159925
0.83984375,0.2347727782950413
0.84765625,0.2424354999602313
0.85546875,0.2504125288305535
0.86328125,0.2588849549907128
0.87109375,0.2680924905557848
0.87890625,0.2783463898132021
0.88671875,0.2900428064166571
0.89453125,0.3036752652392893
0.90234375,0.3198442041146262
0.91015625,0.3392606522976584
0.91796875,0.3627400982268902
0.92578125,0.391181565187899
0.93359375,0.4255260755357751
0.94140625,0.4666884265974761
0.94921875,0.515457142308519
0.95703125,0.572360497519201
0.96484375,0.6375027607430661
0.97265625,0.7103853836629057
0.98046875,0.7897433369358857
0.98828125,0.8734462054286154
0.99609375,0.9585334414739914
