y,u_sim
1,1
0.9766,0.7504452784751063
0.9688,0.6744105209896728
0.9609,0.6046189462676589
0.9530999999999999,0.5437267291771855
0.8516,0.24646230413397
0.7344000000000001,0.1301196481408183
0.6172,0.000273246958317
0.5,-0.1346950070534401
0.4531,-0.1883185567533655
0.2813,-0.2708060787840059
0.1719,-0.1825800733863343
0.1016,-0.1102516024388711
0.0703,-0.07853001611124927
0.0625,-0.0705229475605226
0.0547,-0.06242103308284493
0,0
