x,v_sim
1,0
0.9688,-0.1042199712371802
0.9609,-0.1342226852837575
0.9530999999999999,-0.1642906137230135
0.9453,-0.1942295367995171
0.9063,-0.3231032416175115
0.8594000000000001,-0.3890697996596317
0.8047,-0.3516087012768434
0.5,0.06525508954705021
0.2344,0.2502690823388452
0.2266,0.2497175424319424
0.1563,0.2303335043620262
0.09379999999999999,0.1886151287939674
0.0781,0.1716180623702531
0.0703,0.161631298048668
0.0625,0.150437766848371
0,0
