y,u_sim
1,1
0.9766,0.7413525022947239
0.9688,0.6672435442258471
0.9609,0.5923208873702268
0.9530999999999999,0.5345094147982224
0.8516,0.2195479045502316
0.7344000000000001,0.1073922098944532
0.6172,-0.01806463963969194
0.5,-0.1499048208309893
0.4531,-0.1958388744530068
0.2813,-0.2293483761363287
0.1719,-0.1488914811874799
0.1016,-0.09058903000627989
0.0703,-0.06484123966474786
0.0625,-0.05824940818522378
0.0547,-0.0516575767056997
0,0
