x,v
0.00390625,0.01354676900479349
0.01171875,0.03832826615748829
0.01953125,0.06088923565114432
0.02734375,0.08133528458176513
0.03515625,0.09978543968641145
0.04296875,0.1163705206878553
0.05078125,0.1312306363973561
0.05859375,0.1445120231595384
0.06640625,0.1563635105372037
0.07421875,0.1669329076308319
0.08203125,0.1763635733704075
0.08984375,0.1847913812280869
0.09765625,0.1923422255524955
0.10546875,0.1991301524914156
0.11328125,0.2052561398070282
0.12109375,0.210807500916717
0.12890625,0.2158578513108396
0.13671875,0.2204675506025334
0.14453125,0.2246845201502133
0.15234375,0.2285453329336691
0.16015625,0.2320764771444847
0.16796875,0.235295705557253
0.17578125,0.2382133970033355
0.18359375,0.2408338722123527
0.19140625,0.2431566222901504
0.19921875,0.2451774229325228
0.20703125,0.2468893203044865
0.21484375,0.2482834848954764
0.22265625,0.2493499374612385
0.23046875,0.2500781564998754
0.23828125,0.2504575798682575
0.24609375,0.2504780145086821
0.25390625,0.2501299682429006
0.26171875,0.2494049166090715
0.26953125,0.2482955161316344
0.27734375,0.2467957735284586
0.28515625,0.2449011784101937
0.29296875,0.2426088051837881
0.30078125,0.2399173882468415
0.30859375,0.2368273732138319
0.31640625,0.2333409458728737
0.32421875,0.2294620398279976
0.33203125,0.2251963233133974
0.33984375,0.2205511654374168
0.34765625,0.2155355820840793
0.35546875,0.2101601618257165
0.36328125,0.2044369724397833
0.37109375,0.1983794489371306
0.37890625,0.1920022643625737
0.38671875,0.1853211849907231
0.39453125,0.1783529118845336
0.40234375,0.1711149110892888
0.41015625,0.1636252349835762
0.41796875,0.1559023374881999
0.42578125,0.1479648859348112
0.43359375,0.1398315724129596
0.44140625,0.1315209273455568
0.44921875,0.1230511378901925
0.45703125,0.1144398735326127
0.46484375,0.1057041209375368
0.47265625,0.09686002976268338
0.48046875,0.08792277073922306
0.48828125,0.07890640689348719
0.49609375,0.06982377835067338
0.50390625,0.06068640074342704
0.51171875,0.05150437686959299
0.51953125,0.04228632092698381
0.52734375,0.03303929441924319
0.53515625,0.02376875269087461
0.54296875,0.01447850101729131
0.55078125,0.005170659242160938
0.55859375,-0.004154365901018636
0.56640625,-0.01349766792806584
0.57421875,-0.02286217405313826
0.58203125,-0.03225293964441064
0.58984375,-0.04167697856905098
0.59765625,-0.05114314588892459
0.60546875,-0.06066204933397425
0.61328125,-0.07024597027180997
0.62109375,-0.07990877769367094
0.62890625,-0.08966582012869412
0.63671875,-0.09953378072397472
0.64453125,-0.1095304803437336
0.65234375,-0.1196746127609561
0.66015625,-0.1299853951132035
0.66796875,-0.1404821160212077
0.67578125,-0.1511835633660736
0.68359375,-0.1621073139319882
0.69140625,-0.1732688681962443
0.69921875,-0.1846806157428476
0.70703125,-0.1963506203459647
0.71484375,-0.2082812189619482
0.72265625,-0.2204674359093454
0.73046875,-0.2328952225952195
0.73828125,-0.2455395444020322
0.74609375,-0.2583623498524178
0.75390625,-0.2713104729018723
0.76171875,-0.2843135370434673
0.76953125,-0.2972819495738525
0.77734375,-0.310105095417368
0.78515625,-0.3226498616395135
0.79296875,-0.3347596452162549
0.80078125,-0.3462540163284318
0.80859375,-0.3569292255557278
0.81640625,-0.36655975324119
0.82421875,-0.3749010998323392
0.83203125,-0.3816940031333732
0.83984375,-0.3866702373768025
0.84765625,-0.3895600952353215
0.85546875,-0.3901015711309028
0.86328125,-0.3880511508779794
0.87109375,-0.3831959626911692
0.87890625,-0.3753668666352818
0.88671875,-0.3644518527620753
0.89453125,-0.3504089104024686
0.90234375,-0.3332773357844577
0.91015625,-0.3131863125479921
0.91796875,-0.2903595613394726
0.92578125,-0.2651149667939783
0.93359375,-0.2378583787404775
0.94140625,-0.2090712639514651
0.94921875,-0.1792925176594349
0.95703125,-0.1490954485442546
0.96484375,-0.1190615970489048
0.97265625,-0.08975348920584675
0.98046875,-0.06168854742933187
0.98828125,-0.03531613277755472
0.99609375,-0.01099913877235661
