x,v_sim
1,0
0.9688,-0.06738612275657016
0.9609,-0.08681012209641899
0.9530999999999999,-0.1059858673440811
0.9453,-0.1244212202342434
0.9063,-0.2059898273936529
0.8594000000000001,-0.2581121017401727
0.8047,-0.2484483615861365
0.5,0.06400813220636806
0.2344,0.1605412359164622
0.2266,0.1599820889955187
0.1563,0.1495709846032409
0.09379999999999999,0.1232573876614324
0.0781,0.1133213381487898
0.0703,0.105550380335692
0.0625,0.09777942252259413
0,0
