x,v_sim
1,0
0.9688,-0.0906260167851794
0.9609,-0.1165123679957707
0.9530999999999999,-0.1428245406676122
0.9453,-0.1691347336898656
0.9063,-0.2812362097140194
0.8594000000000001,-0.3435362587908535
0.8047,-0.3212355317807014
0.5,0.07080427095564058
0.2344,0.2165364813454304
0.2266,0.2160612519583307
0.1563,0.1998192564180017
0.09379999999999999,0.1643039788751934
0.0781,0.1494727403623834
0.0703,0.1412664808480886
0.0625,0.1309490988585714
0,0
