x,v_sim
1,0
0.9688,-0.03491364045767399
0.9609,-0.04634608425516166
0.9530999999999999,-0.05835618404648985
0.9453,-0.0709022851073591
0.9063,-0.1345593062453636
0.8594000000000001,-0.1877568575062916
0.8047,-0.1909832621026309
0.5,0.07292990464462418
0.2344,0.08041040144565031
0.2266,0.08021794257221458
0.1563,0.07609766612195787
0.09379999999999999,0.06351181413818671
0.0781,0.05772301968738038
0.0703,0.05429360752103161
0.0625,0.05045049446851504
0,0
